,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1526434,9.350327963,8.213002052,4.607318653,8.99702898,8.332232093,12.11149319,5.300044929,9.390878785,10.2885868,9.972530805,8.272764807,10.2162022,5.551313021,9.928973015,7.684653374,11.87045423,12.82257375,10.02700974,13.45947733,13.12499496,7.536489403,8.434545089,5.920803454,8.77834985,12.15816556,8.731366563,9.009735535,7.226347366,8.89172919,9.842465478,8.149555891,9.153778064,7.623832527,4.087577278,5.392309331,8.170100597,7.053449394,5.761918581,7.65774786,10.74446526,11.61271949,20:00
GSM1526435,9.475192424,8.295150711,4.383543549,9.153778064,8.070409085,11.94348421,5.477785591,9.344929797,9.895760388,10.24209749,8.553405671,10.31843701,5.651921964,9.728393932,7.457174047,11.9732194,12.92461614,9.794611238,13.34850869,13.12031732,7.696271271,8.373987993,5.64034355,9.091880805,11.99839789,8.76659062,8.808399905,7.435646445,9.263824423,10.11485631,8.053869565,9.26756454,7.893172766,4.493104213,6.496473006,8.124802052,7.196603793,6.65033561,7.681623037,10.57679359,11.61877725,23:04
GSM1526436,9.813844446,8.629593973,4.64385932,9.19554511,8.065741479,11.69033241,5.024891695,9.587991022,9.561019773,9.773068928,8.50797686,10.48641004,5.707340928,9.592009503,7.518112299,12.06331778,12.63932429,10.04601855,12.70548998,12.61673968,7.524960657,8.13943058,4.327814321,8.843136463,11.85228731,9.039724022,9.467656463,7.191819428,9.146528305,10.14338673,8.085243245,9.216458475,8.003400353,3.889160548,5.860798628,7.988934279,7.118007892,6.252242534,6.074044928,10.15157541,11.1874522,2:00
GSM1526437,9.036416081,8.628461811,5.306720327,9.174681253,8.500183906,11.71297737,5.479031783,9.108229653,11.02650558,10.2836106,9.020378149,10.12593158,5.939688914,9.887377742,7.720914675,12.15538985,13.03646439,10.20231112,13.18789613,12.75382503,7.816377566,8.28595115,3.988688853,9.076121949,12.39242871,8.306750093,9.064133002,7.476689303,8.942053864,10.12404664,8.197605858,9.403839793,7.626672185,4.30680073,6.49205303,9.043800233,7.43946376,6.327527367,6.911033828,10.602393,11.31645852,12:10
GSM1526438,8.693848803,8.702191867,4.848502638,9.460975593,8.55015937,11.6571278,5.803544359,9.5063108,9.772240828,10.46755946,8.222517577,9.825853403,5.703588937,10.74248929,8.151393362,11.63510935,13.70151328,9.950336152,13.45947733,13.26866819,7.481103823,8.695280305,4.201395256,8.616188252,12.74097938,9.059829569,8.784621568,7.379113082,8.952025411,9.453774741,8.180975968,8.969262905,7.676998712,4.965489327,6.666998522,10.26791782,6.722545744,5.733557655,7.335745292,9.048606842,11.32705451,20:35
GSM1526439,8.533171636,9.182297767,4.572788325,8.792952754,8.783426987,11.62913026,5.474665351,8.763496716,10.94890086,10.18189134,8.228248067,9.292790416,5.3830042,10.27286407,8.715817088,11.76535876,14.54337192,9.870194065,13.15892657,12.64941541,7.520776124,8.25664952,5.29978683,8.480620766,12.80307608,8.043251188,8.952258549,7.099887253,8.708213388,9.289029578,8.10068129,9.240403307,7.288396176,4.235192058,7.832067913,9.799664715,6.559283766,6.04075738,7.873804164,9.335623746,11.29529039,13:00
GSM1526440,8.161191253,9.455374973,5.25826888,8.739219642,8.82537496,11.44814787,4.70727764,9.943499658,9.858653636,10.47732742,8.4153943,9.233185785,5.702843336,10.74019675,8.412379322,11.38271883,13.51751314,9.836672497,12.90512925,12.9699127,7.75637203,7.831838886,4.138459838,8.81471898,12.63401153,8.599758609,9.203892321,7.824217099,8.513905986,8.565652533,7.450786746,9.21155675,7.513490158,3.361159208,7.683155751,11.40453251,7.143696283,6.149486838,7.758362523,9.556528869,11.31793399,15:25
GSM1526441,8.478624088,9.109657964,4.834758349,8.754306248,8.956582323,11.53089812,4.99027919,9.828609231,10.32819578,9.680853315,8.572533429,9.175904067,5.504804979,10.68130323,8.727667685,11.69373814,13.75306231,10.00689678,12.92882509,12.97750595,7.923390521,7.720269747,3.727306108,8.941810623,12.51167446,8.443203356,8.986384743,7.810458811,8.819138324,9.068235542,7.855973348,9.145541214,7.699487469,3.692579436,7.805004408,11.04968707,7.262900988,6.610392525,7.982333561,9.272453793,11.07603461,14:25
GSM1526442,8.698287863,9.615077831,4.479637429,8.954899251,7.62494825,11.2797883,5.163401372,10.13722759,10.40486604,10.31247016,8.917777979,10.30084663,6.041716004,9.578431097,7.663706014,11.41662967,13.86678251,9.959962135,12.44380735,12.44059039,7.507304631,7.803934211,4.263817168,9.310671237,12.22227702,9.037339059,9.3805379,7.589326598,11.25957336,9.636189169,7.783275151,9.153289379,7.869807911,3.754556617,5.932105702,8.805385977,7.173155677,6.398835396,7.205446489,9.31497301,10.91480306,23:35
GSM1526443,7.659057977,9.510747779,4.91067178,9.173244246,8.53502655,11.41815024,5.626419037,9.07347964,10.30053345,10.55766727,8.227327793,8.4153943,5.735592878,9.995465907,8.60454744,12.04467878,14.65134678,9.709104135,13.2504557,12.79413824,7.895615984,7.844803674,4.855400011,8.873500291,13.16006201,7.516114096,8.110890603,8.040988227,10.0242461,8.897575703,7.794557347,8.991134797,7.071046109,4.618295386,7.473779251,9.831171298,7.062425665,6.238211267,7.335969921,9.764354658,11.18515093,11:45
GSM1526444,8.808399905,9.11188561,4.265897253,9.30814452,8.422136322,11.2883007,5.743123782,9.39341793,9.115279644,9.932225045,8.366644954,9.544410861,5.083722823,10.07671791,8.336344301,12.04137344,13.64753894,9.799361053,12.40440229,12.34756785,7.987861876,8.162747327,5.436267494,8.681384577,13.10551586,8.87513412,9.121439321,7.946600315,9.018287322,9.104434752,8.272561262,9.12241009,7.791028892,4.496965501,6.316285544,9.403081471,6.693711695,6.007897448,7.38753941,9.350575693,10.85090387,1:45
GSM968833,9.204129117,9.175658604,5.450370643,9.451882279,8.892425662,10.96670601,6.28785348,9.529201287,11.1299682,10.12221307,8.281154683,10.21013626,5.77555763,10.28164673,8.609983003,11.51239021,14.31809391,9.535422966,12.3853243,12.36045095,8.854565202,8.548749277,6.236393986,8.972548358,12.90000349,8.37671149,8.61808253,8.20285654,8.362133851,9.462012152,8.450063214,9.845326941,7.220069601,4.934926279,7.856177208,10.3938851,7.634751836,6.324735792,7.991571799,8.97162532,10.75512258,18:15
GSM968834,9.182829426,9.161357239,5.863761592,9.615077831,9.074215545,11.10733977,6.342248289,9.712437918,10.4580488,10.19852466,8.418314171,10.45027042,6.015469723,10.34099718,8.619680972,11.69201037,14.45800516,9.586165442,12.54777548,12.54008951,8.884261286,8.70171612,6.28298589,9.08482864,12.80205667,8.458821072,8.788075415,8.245607325,8.402962099,9.411957662,8.243601479,10.05762589,7.268713395,4.893486142,7.849400115,10.46791882,7.56445307,6.250167603,8.052725904,9.310146835,10.90554877,21:20
GSM968835,9.067236505,8.820983885,5.291310104,9.292533325,8.946518187,11.29581246,6.197198129,9.586441053,10.12689793,10.40486604,8.168714098,10.32154028,5.924496727,10.37528252,8.855491849,11.75383153,13.98050831,9.526071825,12.75086581,12.87082809,8.610876561,8.975627842,5.925942826,8.933463727,12.8863646,8.467610345,8.791332834,8.188820285,8.263007672,9.467656463,8.244265838,9.94888795,7.186712296,5.428223163,7.600124053,10.45202298,7.419438313,5.839806926,7.852502213,9.171999555,11.21427762,0:15
GSM968836,9.31677848,8.960724056,5.068975282,9.557613041,8.714403549,10.95925145,6.556342187,9.594402936,9.920962209,10.09059602,8.30743105,10.643979,5.630870546,9.965949455,8.455821766,11.78520417,13.70010645,9.974880943,12.36509393,12.49574519,8.645628825,8.828718982,5.785495856,9.059097925,12.54440818,8.618741558,8.956132283,8.23251604,8.593827208,9.729526495,8.262547933,9.970136273,7.51104463,4.231274813,7.250963644,10.06440188,7.219838233,5.909722063,7.54882322,9.213293161,10.77090016,3:15
GSM968837,9.404356665,8.858057663,5.458979236,9.500320366,8.765871727,10.92466408,6.445238335,9.535422966,10.7577937,9.88998537,8.278394366,10.78256495,5.930611216,10.24470421,8.460614235,11.8680323,13.32225809,9.869905121,12.42483741,12.1436376,8.523378136,8.89640803,6.203348811,9.142638303,12.62299472,8.832657697,9.054101993,8.212086398,8.460185905,9.831455616,8.590899574,9.982852184,7.241729928,4.005818724,7.158495436,10.39146052,7.158714154,5.612076048,7.6888246,9.30814452,10.68093711,6:15
GSM968838,9.435776981,9.178653388,5.756877847,9.30814452,8.862442499,10.86241171,6.401400818,9.560761366,11.01085404,9.760059269,8.214569785,10.49726929,5.541745034,10.51419759,8.833384997,11.65826439,13.96729041,9.419702203,12.57999123,12.32688569,8.651187371,8.48872676,5.939927949,8.776668877,12.7160708,8.590447795,9.031355041,8.111117294,8.345682293,9.597429516,8.566543262,10.00171763,7.220279339,4.793621604,7.543050733,10.47517728,7.280229822,5.948054491,7.71876069,9.297042332,10.66756057,9:15
GSM968839,9.456987193,9.33787418,5.616204054,9.239378137,9.16568207,11.00960803,6.05631145,9.513128417,12.03679232,9.962087699,8.414230028,10.24825967,6.139727016,10.51950076,8.579782973,11.7175339,14.78372176,9.409944358,12.81387847,12.41870233,9.044520323,8.542790464,6.259632409,9.227564348,12.53920451,8.402962099,9.041169909,7.871587195,8.524286378,9.472093324,8.81398635,10.01362482,7.326621189,5.087406297,8.180517121,10.45554435,7.535372984,6.338526182,8.164734495,9.33687107,10.81010324,12:15
GSM968840,8.680918623,8.89876427,6.936039943,8.659190785,8.863370024,11.1105023,5.956815272,9.066026175,10.77834878,10.34262538,7.963077156,9.497495014,5.720658299,11.16173341,9.267322311,11.88391407,14.63759292,8.927728776,13.30698612,12.53096365,8.715817088,9.094065018,5.8232312,8.684590292,13.07632641,7.88231254,8.426235465,8.237294188,8.112922821,9.103458783,8.713256155,9.719465278,6.786806936,5.881876328,7.95186281,10.65777423,7.322159957,6.262162842,8.448900774,9.570108962,11.51977896,15:15
GSM968841,8.71235377,8.822370966,6.357119137,9.289797569,8.788312929,11.00061739,5.91072013,9.456158605,10.38497145,10.58189052,8.179169209,9.782661775,6.024595593,10.67279567,8.919401298,11.97957827,14.08233071,9.191361185,13.17755903,13.03092789,8.60658672,8.960258231,5.958294198,8.903639618,12.99363925,7.975544701,8.381925954,8.080583168,8.213441903,9.211060608,8.271200479,9.779823086,7.148262444,5.470089362,7.660193373,10.5666347,7.243071814,6.0853515,8.142379263,9.830619004,11.39263795,18:15
GSM968842,8.911581659,8.866494167,5.568509769,9.530750874,9.003858445,10.99818739,6.477093907,9.459136491,10.45413442,10.34925856,8.102401279,9.943812234,5.847240356,10.3218415,8.736431954,12.02963035,14.09969227,9.386262857,12.74097938,12.93721159,8.594521151,8.692181398,5.778526517,9.097920814,12.95792883,8.116454344,8.468771699,8.092641747,8.469934969,9.142893919,8.38713568,9.972856804,7.119993556,5.140815658,7.77289515,10.51350682,7.133108677,5.616204054,7.609073736,9.587991022,10.97804255,21:15
GSM968843,9.247706864,8.895916686,5.989840417,9.638341958,9.015197251,10.84129133,6.223135039,9.543101099,10.55875233,10.08970918,8.398868989,10.61429884,5.867481596,10.64143778,8.547631442,11.99582634,13.74440661,9.838954371,12.54097318,12.68212418,8.801135943,8.757520679,6.725133025,9.174681253,12.7678734,8.444574364,8.784621568,8.118039369,8.638512025,9.657426705,8.483304422,10.05703335,7.383748451,4.971586621,7.39242241,11.01170597,7.330872029,6.169430684,8.55085548,9.323576862,10.97089304,18:19
GSM968844,9.022278686,8.997251611,5.912882305,9.600395397,8.857144056,10.19310395,6.449171403,9.649819679,10.7837478,10.36463896,8.317754108,10.54847835,5.922735349,10.53243651,9.103704975,11.50982096,13.36982251,9.986402254,11.93111351,12.10863443,9.179157025,8.583151285,6.097773173,8.835213158,12.81779032,8.38007403,8.757983218,8.300640763,8.297420056,9.368796365,8.819373947,10.42604732,7.409561586,5.182602773,7.367720586,10.90184332,7.940263705,5.536187386,8.127553144,8.564035441,10.32621614,21:15
GSM968845,9.058627216,8.907154998,5.797722462,9.548619173,8.872091175,10.43118376,5.971457311,9.667215312,10.30312397,10.22746221,8.311861526,10.49863222,5.829175161,10.27476687,8.82537496,11.61054882,13.37862237,9.934581446,12.3061903,12.32024336,8.935098015,8.963070835,6.33805443,8.884261286,12.55471026,7.959531575,8.975393375,7.90810866,8.233191788,9.507394503,8.587280794,10.24924806,7.317695994,5.339660356,7.591718947,10.78333822,7.840844595,5.749330052,8.047102566,9.047182056,10.52157253,0:15
GSM968846,9.394424121,8.922630434,5.678160976,9.641396268,8.969741476,10.33205189,6.323584027,9.747126734,10.10839046,10.05153451,8.280461004,10.715941,5.696904992,10.40349548,8.845048179,11.55045531,13.17064214,10.16430946,11.94172648,12.05392965,9.031109338,8.843617751,6.256847273,8.899916721,12.7330942,8.478141384,8.975872975,7.905018739,8.334073542,9.503449396,8.744793882,10.33768959,7.506870984,4.95105618,7.368404158,10.55875233,7.737352766,5.801706845,8.019675614,8.686174718,10.27807944,3:15
GSM968847,9.229544198,8.862442499,5.752123064,9.573321674,8.695280305,10.45202298,6.41464339,9.738673116,10.40646441,10.05491817,7.897845499,10.72518023,5.618498911,10.38661614,8.760255521,11.68582695,13.07402697,9.966248658,12.14570808,12.2078182,8.630725746,8.797106911,6.587823716,8.80793375,12.69617869,8.492886114,9.042138012,8.101105182,8.339504112,9.6874555,9.003159719,10.33833828,7.346494892,5.115395283,7.176794224,10.5750148,7.797617384,6.111713527,8.20285654,8.689174848,10.3068043,6:15
GSM968848,8.982621988,9.161357239,5.981652292,9.242989834,8.804204488,10.04420429,6.168973422,9.216952637,11.54106192,9.923598434,8.177605238,10.19692637,5.419337816,10.53243651,8.919850346,11.21794775,13.64610978,9.515740539,12.27802173,11.66982942,8.919616241,8.324516538,6.177992922,8.820067479,13.05971579,8.157717638,8.903415415,7.939566069,8.330912872,9.228284047,9.290532794,10.27642329,7.372441908,5.277864875,7.690327591,10.17618139,7.986972926,6.09265722,8.090893835,8.684830257,10.14528475,12:15
GSM968849,8.603646647,9.20340974,5.540236976,9.104434752,8.919616241,10.21589846,6.020529049,9.501119354,11.67199589,10.51557566,7.87795364,10.05919428,5.996665599,10.7170661,9.149463666,11.17701783,13.80418234,9.558652285,12.50252786,12.30092139,8.870695942,8.095799891,5.853575513,8.632988685,13.07192825,7.992678946,8.716054552,8.258967453,8.092186437,8.950831549,8.836163317,10.0607107,7.141927776,4.842601824,7.716789948,10.3034594,8.03209614,5.689186933,7.913899798,9.290532794,10.58302121,15:15
GSM968850,8.577990961,9.160104194,5.579706206,9.445938336,8.569318581,10.79340679,5.972433328,9.553650338,10.88308799,11.24109314,8.451934267,9.610723354,5.658469115,10.6642203,8.984712332,11.56904661,13.83607269,9.613499364,12.92256304,12.85560181,8.819138324,8.283942153,6.484030769,8.583385873,12.83062542,8.012214546,8.290912674,8.282772879,8.364374601,9.138762229,8.694816427,10.06288566,7.213422274,5.679669677,8.179398767,10.85128136,8.350229287,6.454066516,8.278842818,9.144351278,11.04882446,18:15
GSM968851,8.42922202,8.792952754,5.789823971,9.414016413,8.563579173,11.14040817,6.293059725,9.635631765,11.11571981,11.35176749,8.351367094,9.733166959,6.166843072,10.49134386,8.868092949,11.5621521,13.54443372,9.520709489,13.1578517,13.09409081,8.560378596,8.637829768,5.865471664,8.784149367,12.65684303,7.5904277,8.40502785,8.129774601,8.013341246,9.357428843,8.56220267,10.10248108,7.250742452,5.638041355,7.872034921,10.94930354,8.169632573,6.386117804,8.016930247,9.118108594,11.19190024,21:15
GSM968852,8.843838376,8.827291189,5.671059126,8.602446011,8.653942836,12.58795318,6.278287568,10.07233967,10.16896146,10.6406964,8.168264674,10.15992467,5.827677096,10.8124096,8.460400822,11.90213801,13.16576305,9.403081471,13.25995967,13.23699567,8.334073542,8.896855844,5.507322279,8.781585407,12.96214716,8.519007847,8.448900774,8.322916308,8.341120183,9.827266021,8.318660396,9.402595016,7.387766438,5.21417845,6.235930309,9.219820787,7.381533325,6.480980995,8.015108729,10.09362032,11.46633816,17:45
GSM968853,8.949592209,8.656702979,6.029596866,8.543480522,8.71235377,12.73701203,6.047590041,10.09488422,10.09822249,10.76772233,8.03672438,10.38265891,5.601191899,10.63662401,8.211423674,11.99396797,13.15198967,9.389344457,13.40968419,13.27620301,8.315031584,9.058627216,5.444964083,8.870695942,12.99679108,8.737380767,8.759581447,8.176706561,8.269111444,9.986994332,8.256407155,9.412728092,7.345840396,5.368599151,6.104318571,9.06389434,7.498983789,6.425158703,8.030990575,10.08515523,11.48993413,20:45
GSM968854,8.880495641,8.765394183,5.787033693,8.461077528,8.510753171,12.51167446,5.999328315,9.985801289,9.832567198,10.62452369,7.958421335,10.25086605,5.486773988,10.55906478,8.537786973,11.76240596,12.95896343,9.550705763,13.21420877,13.12976622,8.457439809,8.831970351,5.226591053,8.788075415,13.03646439,8.886416342,8.654893669,8.260990549,8.291358462,9.936973353,8.219773244,9.479676063,7.297113894,5.098162165,6.167302052,9.078272744,7.554432271,6.246809299,8.159996316,9.896927294,11.34433009,23:45
GSM968855,9.16185149,8.839859945,5.86697872,8.352752379,8.576399129,12.53662337,6.191116097,10.12961767,9.639971944,10.17021722,7.940911817,10.48813829,5.833573213,10.35412739,8.519231088,11.64390848,13.14953858,9.728971525,13.0011661,12.95072654,8.383243231,8.8638638,4.474814543,8.866936315,12.86658771,8.816346311,8.857818288,8.400456065,8.396806964,9.879760208,8.391274729,9.720023451,7.462509763,5.236969719,5.844779998,8.838935883,7.441666357,6.241052482,7.958655003,10.02671573,11.16714776,2:45
GSM968856,9.044520323,8.676309575,6.078428363,8.107564515,8.514127723,12.38605422,5.987413766,10.06468138,10.02064673,10.20619607,7.912363066,10.53494329,5.40462472,10.56701903,8.447295844,11.83662008,12.5969271,9.673790361,12.9496676,12.95792883,8.297630459,9.0156695,5.062460958,8.922179936,12.86976115,9.035424979,8.893351636,8.046448764,8.301795,10.01692054,8.584303857,9.62492634,7.409139603,5.301619462,5.877420824,8.979716975,7.569119813,6.082968538,7.979707736,9.933086276,11.04027396,5:45
GSM968857,9.089913487,8.962610342,5.440975715,8.27437179,8.540313017,12.10052914,5.892987257,10.09637954,10.41564667,10.14867615,7.950974186,10.32017038,5.472348054,10.18539566,8.412138781,11.6703436,12.85852777,9.428283263,12.93924467,12.57119123,8.217534501,8.557662451,5.394932721,8.661279533,12.80892291,8.829213317,8.864322017,8.352752379,8.292684511,9.94888795,8.517373124,9.5252938,7.369730956,4.94289381,5.779996223,8.591564195,7.287482077,6.218133278,7.712144911,9.801276317,10.17906468,8:45
GSM968858,8.70356779,8.950580112,6.057257214,8.42011148,8.857381425,12.3853243,6.049768873,9.990059726,10.41053966,10.20357627,7.94312734,9.830010549,5.300833005,10.82976046,8.837104386,11.59642054,13.59918544,9.293058676,13.5080827,13.14726871,8.365482377,8.698730733,5.801706845,8.755248882,12.91527772,8.370583584,8.552711531,8.391963886,8.253046252,9.67322756,8.27071809,9.46525871,7.064022144,5.160672607,6.745487786,8.828976851,7.350904756,6.175357088,8.230715233,10.24470421,11.27196915,14:47
GSM968859,8.54008869,8.846252856,5.60400671,8.304252224,8.649775722,12.70446303,6.17087224,9.939364831,10.25117167,10.67206186,7.870702038,9.779823086,5.117839053,10.617246,8.647232902,11.88630077,12.89801868,9.184791506,13.66026,13.35110648,8.079470677,8.708898463,5.403277776,8.862442499,13.01320164,8.624288382,8.400456065,8.253697219,8.243164445,9.800214758,8.197818438,9.303849596,7.154206255,5.148667704,6.228099412,8.552248926,7.368404158,6.035405007,8.200463455,10.17520909,11.50458691,17:45
GSM968860,8.582479476,8.820067479,5.675378356,8.222278478,8.723264667,12.46089796,5.93088198,9.812118842,9.74827581,10.83135533,7.745683047,9.825537992,5.110042142,10.5841403,8.804896474,11.71012011,13.01320164,9.210565065,13.49154924,13.5080827,7.974671206,8.577069033,5.215242987,8.913018164,12.85360518,8.375787771,8.401610357,8.384635221,8.455821766,9.68356329,8.106207147,9.387024659,7.238122978,4.750306879,6.281587577,8.844300184,7.21274594,5.696904992,8.144134848,10.11176242,11.53257348,20:50
GSM968861,8.906693521,8.653942836,5.927173948,8.422821193,8.698287863,12.75787095,5.942628011,9.570925256,9.79768729,11.6344944,7.896727516,9.865658348,5.469019443,10.78608445,8.863126102,12.11285329,12.74299628,9.163769091,13.26738944,13.86678251,8.41944203,8.450529103,5.833816353,8.50775338,13.33102857,8.265982976,8.227327793,8.577990961,8.043474812,9.892057793,8.192653341,9.023462515,7.092095961,5.188782398,5.998615561,10.86086763,7.211219763,6.120264739,8.051358125,9.996946709,11.97258055,16:40
GSM968862,8.752957778,8.611784468,5.232959683,8.467381161,8.513248361,13.34361144,6.059927527,9.756399812,10.10929048,11.94201823,8.053869565,10.06902424,5.8232312,10.82111378,8.459491115,12.14502232,12.54440818,9.23295937,13.45276086,14.16852209,8.070409085,8.5688391,5.44260688,8.857818288,12.87402464,8.365699439,8.526333849,8.413758756,8.178051861,10.07454648,8.249886607,9.690460656,7.223878878,5.589484556,6.238907511,10.95130159,7.207219767,6.463141347,8.196697049,10.14245013,12.53662337,19:40
GSM968863,8.944622174,8.725838471,5.453281108,8.206964878,8.383243231,13.03960783,5.921741874,9.88998537,9.880341362,11.75325544,7.933612619,10.06011768,5.321764354,10.56519415,8.456967262,12.18455452,12.49085439,9.207965727,13.6801714,14.0738729,7.906129936,8.728341071,5.351243567,8.656021115,12.87615818,8.487164064,8.620138081,8.65715622,8.508898964,9.920639461,8.096897633,9.19110912,7.273232849,5.277342346,6.018101183,11.20607674,6.983423422,6.116492654,8.23273317,10.17520909,12.27951684,22:40
GSM968864,8.634598442,8.68161839,5.460744295,8.352752379,8.337025045,13.04738849,6.070672197,9.667215312,9.717250341,11.71241044,7.80521891,9.931354128,5.233744356,10.54135048,8.510284881,12.24674529,12.53662337,9.197514831,13.49854776,14.11202249,8.140338307,8.592907532,5.288422694,8.701946579,12.98292536,8.749953493,8.486268298,8.36260364,8.300164018,9.880052361,8.193307973,9.295514587,7.315257532,5.056458129,5.980207099,11.07256615,7.020751062,5.937975798,8.071094873,10.19596686,12.02755304,1:40
GSM968865,8.928454122,8.71165376,5.660498326,8.367799715,8.419886627,12.78155194,5.701304047,9.659334706,9.494871424,11.59475394,7.90868059,10.19310395,5.348847424,10.47661083,8.65715622,12.28533731,12.32616094,9.394424121,13.16006201,13.7980506,8.062815819,8.582928838,5.015471522,8.704024691,12.92577202,8.414920544,8.610666151,8.641731129,8.411475387,10.02906354,8.167144749,9.305820632,6.878526077,5.095970552,6.103359527,11.16621273,6.854244924,5.952453703,8.027106536,9.995465907,11.89977795,4:40
GSM968866,8.746008125,8.509802958,5.165851442,8.193084232,8.258967453,12.9600121,6.050261829,9.631354546,9.88998537,11.56751796,7.633655494,10.09822249,5.06841994,10.62929557,8.566330563,12.21644417,12.14502232,9.197265932,13.31956691,14.00367047,7.868281115,8.67556444,4.864162769,8.535268868,12.87504037,8.511420034,8.573924124,8.308571975,8.501759968,10.05891175,8.22093997,9.613784453,7.252102694,4.806324773,5.669086089,10.98094122,7.075562428,5.669350446,8.002711008,10.15063674,12.01388304,7:40
GSM968867,8.585900284,8.686422297,4.705584989,7.911272736,8.145697599,12.81285808,5.503280177,9.415794797,10.30511735,11.48410489,7.713038289,9.735391481,5.22354271,10.82269563,8.484409134,12.37041873,12.49253391,9.039965625,13.67869551,13.9433664,7.73646808,8.275684802,5.866734996,8.583621805,12.83957753,8.218648539,8.424669068,8.581401383,8.469480794,10.02548232,8.355061084,9.255605915,7.096727057,4.954618919,6.189499764,10.90716129,7.05576794,5.775040161,8.228894359,10.43778275,12.10315096,10:41
GSM968868,8.479506168,8.637829768,5.539762178,8.055458506,8.298513257,12.94238545,5.712115465,9.288285893,10.31843701,11.39417974,7.644342731,9.601474071,4.778784636,10.77128423,8.557867842,12.37121147,12.51167446,9.074694225,13.71584456,13.84375425,7.768018959,8.215722047,5.429225812,8.743419916,12.94860255,8.091324471,8.296248951,8.665843466,8.38418133,10.01421596,8.131105094,9.351320306,7.020310633,5.148401671,6.547239961,10.92301032,7.114120729,5.930358919,8.261638935,10.58706938,12.06204559,13:40
GSM968869,8.465358286,8.730394511,5.672810374,8.136757711,8.445681272,13.12384596,5.407777276,9.473618055,10.36430664,11.56649649,7.701018861,9.621333878,4.920302106,10.73781235,8.802068004,12.22504643,12.62753694,9.274515006,13.59100155,14.40050786,7.772700951,7.886099824,5.197298199,8.678597924,12.75086581,8.046888945,8.142379263,8.642861246,8.597475876,9.876287371,7.731460908,9.167848396,6.861763994,4.569579267,6.464488055,10.82463358,7.017067818,5.789823971,8.372391577,10.4499248,12.07266964,16:40
GSM968870,8.348864524,8.355061084,4.993007664,8.309047249,8.196235495,13.58141179,5.488862354,9.275250082,10.02997861,11.97185982,7.676780615,9.414800804,4.382593348,10.74173914,8.731366563,12.2135958,12.48762393,8.924971351,13.82244548,14.34892515,7.668147402,8.423270673,5.655723063,8.335215171,13.0929381,8.266211985,8.215506265,8.552711531,8.280691881,10.0714644,8.016028726,9.01262082,7.102169037,4.668661092,5.989582725,10.4818401,7.069242943,6.313304191,8.328127708,10.29984148,12.36656514,19:40
GSM968871,9.133254267,8.879120991,4.891254266,9.115497529,8.24449108,11.53623848,5.505313115,9.513128417,10.70085523,9.867357981,8.63688304,10.29056797,5.535654977,9.661814873,8.126174561,11.68755158,13.20332053,10.31216406,12.70074213,12.6811712,7.811111192,8.21798792,6.114134413,9.112630871,12.02360947,8.204651801,9.077798095,7.370187747,8.884261286,10.02033431,7.828554392,9.280851381,7.675422978,4.254495904,6.248023901,8.708664671,7.345411146,6.084888477,7.682276331,10.5205352,11.19596859,17:00
GSM968872,9.471588712,8.435717622,4.520613217,8.831265503,7.841499682,11.84689496,5.018478344,9.466046284,9.672394745,10.00661908,8.259669183,10.4280718,5.443641112,9.352314067,7.608859036,11.93799515,12.36045095,10.12777669,12.76494111,12.96877273,7.280443371,8.45625824,5.118933973,8.707976233,11.82569278,8.669092578,9.239890917,7.043885585,8.980205265,9.957290946,8.069330641,9.539430561,7.712144911,3.738324689,5.142737204,8.128882233,7.309003691,6.010602319,7.07262781,10.88269419,11.23502917,5:00
GSM968873,9.469784312,8.814947334,5.057253764,9.454038903,7.957324342,11.46265333,5.60936428,9.445125337,11.62698268,9.902148125,9.112870698,10.33540434,6.062534745,9.947101104,7.896298141,12.03157347,12.87402464,10.01787781,12.89898721,12.54610035,7.87336275,8.129531654,5.31126426,9.167601156,11.98609084,8.058601927,8.816346311,7.510821605,9.102965528,10.20979703,8.262781439,9.481219939,7.655454033,4.848502638,6.275433849,8.736431954,7.47073148,6.367899296,7.573983689,10.34860912,11.22580128,11:03
GSM968874,8.778589087,8.452176242,5.488862354,8.924727784,8.480400622,11.84630264,5.413285092,9.315475134,10.58264642,10.00723929,8.684368189,9.865374231,5.897914071,10.00784066,8.070193784,11.78221859,13.09867795,10.07266829,13.30823731,13.0563687,7.843481954,8.045063496,4.313693944,9.056232504,12.47085241,8.294001311,8.993991968,7.046846059,8.733891328,9.730327799,8.282520373,9.678375898,7.600785728,4.064305937,6.403440852,8.067092029,7.394700946,6.068595515,6.918529679,10.77326917,11.32661727,14:00
